"id" "text" "screenname" "isretweet" "retweeted" "created"
"89" "537381952631095298" "RT @numaparis: Watch \"Google Launchpad : Bonjour to the Paris startup ecosystem\" about the Launchpad Paris from @google &amp; @numaparis http:/…" "alexismp" TRUE FALSE 1416956816
"90" "537381781482516481" "RT @greatsalescomp: Thrilled to announce or sponsors thus far: @Google @Facebook @Dell @Hootsuite @HonkMobile @Texcan @GKServices @IBM @bes…" "bestsalesroles" TRUE FALSE 1416956775
"91" "537381508101570560" "@PaulineRiman @exploretravel1 @google @TufiDive @LOLOATAPNG @WalindiResort Looks amazing! tell us did you have any safety concerns  in png" "scubadays" FALSE FALSE 1416956710
"92" "537381308847386624" "RT @google: Today in unsurprising pie-related news: Pumpkin pie rules the search trends this time of year http://t.co/BbX9g4uVXo http://t.c…" "SERockstarForum" TRUE FALSE 1416956662
"93" "537380663826321408" "RT @google: A spoon that steadies shaking hands is making mealtime easier for people with Parkinson’s http://t.co/M6I5TEQdPy http://t.co/jE…" "anthonymminto" TRUE FALSE 1416956508
"94" "537380583509618688" ".@Google wants to help  labs and hospitals store clients’ genomes in the cloud, calling the effort \"Google Genomics.\" http://t.co/8xx4u38qDa" "ArcSoft" FALSE FALSE 1416956489
"95" "537380558536339457" "RT @google: A spoon that steadies shaking hands is making mealtime easier for people with Parkinson’s http://t.co/M6I5TEQdPy http://t.co/jE…" "cyan_shine" TRUE FALSE 1416956483
"96" "537380443486949376" "Happy Tuesday, motherfuckers. My @google Nexus 4 just electrocuted me and then tried to set fire to my bed. Is now borked. Sadness." "Cyberdildonics" FALSE FALSE 1416956456
"97" "537380311479644162" "'Tis the season for mobile shopping http://t.co/TAiugSOAVd via @google #mobile #shopping #cart #holiday" "MartMobiHQ" FALSE FALSE 1416956424
"98" "537380297114140674" "RT @MikeHTML: Debugging Mobile Apps with HTML5 and Intel XDK - Dr. Dobb's http://t.co/pJBGKYvI78  via @google #html5" "HTML5Digest1" TRUE FALSE 1416956421
"99" "537380228713435136" "Thrilled to announce or sponsors thus far: @Google @Facebook @Dell @Hootsuite @HonkMobile @Texcan @GKServices @IBM @bestsalesroles..." "greatsalescomp" FALSE FALSE 1416956405
"100" "537380207179866112" "RT @Social_Sardine: @JasGardner fessing up to her tech addictions @google #midtownbigideas I can relate!" "JasGardner" TRUE FALSE 1416956400
"101" "537380120059985921" "RT @google: Driving tomorrow? Leave before 2pm, after 7pm to skip the worst traffic, says @GoogleMaps data http://t.co/dG70TWyutS http://t.…" "heikoehrig" TRUE FALSE 1416956379
"102" "537379906821586944" "RT @google: Today in unsurprising pie-related news: Pumpkin pie rules the search trends this time of year http://t.co/BbX9g4uVXo http://t.c…" "jefffried" TRUE FALSE 1416956328
"103" "537379866845659136" "RT @google: Driving tomorrow? Leave before 2pm, after 7pm to skip the worst traffic, says @GoogleMaps data http://t.co/dG70TWyutS http://t.…" "dstauss" TRUE FALSE 1416956318
"104" "537379788864774144" "RT @google: A spoon that steadies shaking hands is making mealtime easier for people with Parkinson’s http://t.co/M6I5TEQdPy http://t.co/jE…" "gdgphilippines" TRUE FALSE 1416956300
"105" "537379757751820288" "RT @MLearn_: RT @MLearn_: 

@Google Can Now Describe Your Cat Photos - http://t.co/FUSlHj0oED
#MachineLearning #DataMining http://t.co/Emct…" "Analytics_COE" TRUE FALSE 1416956292
"106" "537379745843793920" "#Google @Google #Said to Face EU Right-to-Be-Forgotten Rules http://t.co/IxQYoqfe1U" "rocksteadesign" FALSE FALSE 1416956290
"107" "537379666039148544" "RT @_scoutLA: Whoah @google chill http://t.co/lhYWXvg33A" "glutenfreegen" TRUE FALSE 1416956271
"108" "537379573403758592" "RT @SefuBernard: Brilliant collab between joga+1 and @Google. Here's what pick up of the present &amp; future looks like: http://t.co/63h0LmcZt…" "danvivas12" TRUE FALSE 1416956248
"109" "537379561269657600" "@VZWSupport I uninstalled the last three updates, it was one of them doing I think, will try it and see what happens @google" "alalamb" FALSE FALSE 1416956246
"110" "537379242347352065" "Dear @google Now, I never want a FoxNews alert. Ever." "rindonesia" FALSE FALSE 1416956170
"111" "537379235120164865" "RT @google: Driving tomorrow? Leave before 2pm, after 7pm to skip the worst traffic, says @GoogleMaps data http://t.co/dG70TWyutS http://t.…" "RJH_TX" TRUE FALSE 1416956168
"112" "537379223845867520" "Google Had a Game About Killing Gay People in Its App Store for Weeks http://t.co/ddVWOGummg via @slate @google 
I want a written apology!!" "AdamAndLeon" FALSE FALSE 1416956165
"113" "537379049681612800" "Debugging Mobile Apps with HTML5 and Intel XDK - Dr. Dobb's http://t.co/pJBGKYvI78  via @google #html5" "MikeHTML" FALSE FALSE 1416956124
"114" "537378634260938752" "#News UK Panel Criticizes Intelligence Agencies Over Soldier's Killing - Wall Street Journal http://t.co/Cro8zxVu3i Vía @Google" "ObiWanKenobl" FALSE FALSE 1416956025
"115" "537378633589858304" "#News Ferguson on guard for another night of unrest as governor vows tough response - Fox News http://t.co/MbkyJrZYu1 Vía @Google" "ObiWanKenobl" FALSE FALSE 1416956024
"116" "537378632570650624" "#News FDA unveils tougher rules for displaying calorie information - Chicago Tribune http://t.co/iyeU3R1XlT Vía @Google" "ObiWanKenobl" FALSE FALSE 1416956024
"117" "537378582428123136" "RT @SefuBernard: Brilliant collab between joga+1 and @Google. Here's what pick up of the present &amp; future looks like: http://t.co/63h0LmcZt…" "PGCbasketball" TRUE FALSE 1416956012
"118" "537378357747646464" "RT @FastCoExist: .@Google, @Oceana, and SkyTruth partner to make a live global map for tracking illegal fishing http://t.co/pZNIMUol04 http…" "maticgoran" TRUE FALSE 1416955959
"119" "537378251245895682" "G-damnit this is the SECOND time the @google street cam has filmed me shoving food in my mouth. #badtiming #digitalfootprints" "iamkellimc" FALSE FALSE 1416955933
"120" "537378239820595201" "RT @MLearn_: RT @MLearn_: 

@Google Can Now Describe Your Cat Photos - http://t.co/FUSlHj0oED
#MachineLearning #DataMining http://t.co/Emct…" "ScottClendaniel" TRUE FALSE 1416955931
"121" "537378017442398208" "RT @intlCES: Join our @Google Hangout w/ @NicoleGallucci, author of Adversperience today at 2 PM ET http://t.co/XavXxboXjc http://t.co/gEg3…" "intlboost" TRUE FALSE 1416955878
"122" "537378013835296769" "RT @jabawack: Amazing stuff @Google’s Brain-Inspired Software Describes What It Sees in Complex Images http://t.co/TCMLceArBH" "PaulaCamachoN" TRUE FALSE 1416955877
"123" "537377975407087616" "Case Suggests How Government May Get Around Phone Encryption @applenws @google http://t.co/xv4I4JduEA" "mgboz" FALSE FALSE 1416955867
"124" "537377584028192768" "RT @chsweb: .@Google break-up plan emerges from Brussels http://t.co/bWfeDDkTpY #itrtg http://t.co/9Exrd6Fu7O" "FullHost" TRUE FALSE 1416955774
"125" "537377563505881088" "Calender has a new look too!! This is so exciting!!@htc #htcone @google @Android @HTC_UK http://t.co/XpZuMTMd8f" "FrankiValerie" FALSE FALSE 1416955769
"126" "537377468387041280" "RT @chsweb: .@Google break-up plan emerges from Brussels http://t.co/bWfeDDkTpY #itrtg http://t.co/9Exrd6Fu7O" "AviLambert" TRUE FALSE 1416955747
"127" "537377157954027520" "Now if @Android &amp; @google would fix the battery drain on the #Galaxy #S3 4.4.2" "jwebbfiat" FALSE FALSE 1416955673
"128" "537377043789668352" "@IanGertler @amazon @google yes, and small bus America is about to get leveraged. Mixed blessings." "chiprdu" FALSE FALSE 1416955645
"129" "537376996310122496" "RT @Klischeepunk: @google you really should've used a pie chart." "MariamCook" TRUE FALSE 1416955634
"130" "537376889984528385" "RT @sengineland: .@Google has updated the international targeting Hreflang Webmaster tools reporting: http://t.co/ViBbHtbNKr" "enricramos" TRUE FALSE 1416955609
"131" "537376743225847808" "RT @SirJamesGray: I'm so thankful @android won't let me delete photos :) @AndroidDev @GoogleDesign @googledevs @androidandme @google http:/…" "JamieDigitalArt" TRUE FALSE 1416955574
"132" "537376575420129282" "RT @google: A spoon that steadies shaking hands is making mealtime easier for people with Parkinson’s http://t.co/M6I5TEQdPy http://t.co/jE…" "thak777" TRUE FALSE 1416955534
"133" "537376555581046784" "@google @AndroidDev What's the secret handshake for a list of px dimensions so I can design @Photoshop comps of #android apps for developer?" "SugarShockMedia" FALSE FALSE 1416955529
"134" "537376533619695617" "@Google first #TimesSquare ad? #Android of course http://t.co/CgeCARrSMS" "centistech" FALSE FALSE 1416955524
"135" "537376487486545920" "Is the .@Google contributor the end of #ads on the #web? http://t.co/Pdxd6wJdCt #Advertising #Digital #ViralSpiral http://t.co/RwP3q5lm61" "Viral_Spiral" FALSE FALSE 1416955513
"136" "537376281797873665" "@google - they can't hear my voice because I'm poor and unknown | http://t.co/oQ2nv6VnF0 | please be my voice - just retweet!" "SpotlightGP" FALSE FALSE 1416955464
"137" "537376266945835009" "RT @google: Today in unsurprising pie-related news: Pumpkin pie rules the search trends this time of year http://t.co/BbX9g4uVXo http://t.c…" "CrispyNuggetD" TRUE FALSE 1416955460
"138" "537375862341902336" "Mom hates @bing, said its foreign &amp; it takes u to a bunch of mess! She knws @google The apple contract will control the future search @Yahoo" "Candolife" FALSE FALSE 1416955364
"139" "537375292965531649" "RT @PallMallBarbers: Gentlemen's are restyled by our experts and got PMB #shaving and grooming products for the style maintenance @google h…" "Romann_Alt" TRUE FALSE 1416955228
"140" "537374979944226816" "RT @google: Driving tomorrow? Leave before 2pm, after 7pm to skip the worst traffic, says @GoogleMaps data http://t.co/dG70TWyutS http://t.…" "rdicker" TRUE FALSE 1416955153
"141" "537374964480229376" "We're working on lots of tech stuff behind the scenes to give you folks better experiences with us, mainly @google related things." "HuddleMagazine" FALSE FALSE 1416955150
"142" "537374657301995520" "RT @CulverhouseDean: @culverhouse thanks @google Dir. of Engineering &amp; UA Alum Nan Boden for Monday's meeting w/ UA leaders &amp; students. htt…" "UA_STEM_MBA" TRUE FALSE 1416955076
"143" "537374490121228290" "RT @google: Today in unsurprising pie-related news: Pumpkin pie rules the search trends this time of year http://t.co/BbX9g4uVXo http://t.c…" "helenaaa_h" TRUE FALSE 1416955037
"144" "537374481165975552" "Dear @Google: We're Google employees and users standing together for Title II net neutrality, will you stand with us? http://t.co/F711I2MpYw" "paulsauve46" FALSE FALSE 1416955034
"145" "537374480822067202" "RT @google: A spoon that steadies shaking hands is making mealtime easier for people with Parkinson’s http://t.co/M6I5TEQdPy http://t.co/jE…" "Hillhaus" TRUE FALSE 1416955034
"146" "537374387906023426" "RT @MLearn_: RT @MLearn_: 

@Google Can Now Describe Your Cat Photos - http://t.co/FUSlHj0oED
#MachineLearning #DataMining http://t.co/Emct…" "Opti_Wise" TRUE FALSE 1416955012
"147" "537374265025499137" "@google spreadsheet sucks major ass. Just thought i would get that out there" "behutton19" FALSE FALSE 1416954983
"148" "537374153758998529" "RT @DailyNickNews: .@Google Adds #Nickelodeon &amp; @ComedyCentral #Apps To #Chromecast! http://t.co/O4FHtPjFJJ @GoogleChrome #NickApp @Nickelo…" "RegularTweetsUK" TRUE FALSE 1416954956
"149" "537373981645340672" "RT @FinancialReview: Britain urges @Facebook, @Twitter, @Google and others to unearth #terrorists. #ausbiz #auspol #tech http://t.co/YEhxVx…" "AuDeloittian" TRUE FALSE 1416954915
"150" "537373935847735296" "RT @google: Today in unsurprising pie-related news: Pumpkin pie rules the search trends this time of year http://t.co/BbX9g4uVXo http://t.c…" "RicardoBlanco" TRUE FALSE 1416954904
"151" "537373862686511104" "Britain urges @Facebook, @Twitter, @Google and others to unearth #terrorists. #ausbiz #auspol #tech http://t.co/YEhxVx9VEJ" "FinancialReview" FALSE FALSE 1416954887
"152" "537373860094820353" "WTF?!? @Google's Republican lobbyist is keeping it silent in the fight to save the internet." "hyxowohiqyz" FALSE FALSE 1416954886
"153" "537373692922429441" ".@Google Plus is an overlooked #socialnetwork, but it's communities &amp; interactive posts could be a game changer: http://t.co/Xf12uAJHFG" "Bizzabo" FALSE FALSE 1416954846
"154" "537373623108247552" "@RealJayMac @anon99percenter @google  Societies are always in flux. 
Is it degrading? and at what rate, is 4  the experts to decide. Not moi" "parum_sermo" FALSE FALSE 1416954830
"155" "537373594024550400" "RT @google: A spoon that steadies shaking hands is making mealtime easier for people with Parkinson’s http://t.co/M6I5TEQdPy http://t.co/jE…" "dannywlee" TRUE FALSE 1416954823
"156" "537373448428093440" "@google I can see (L)ollipop in there. hahaha http://t.co/MKfm80jF7m" "buhidyrasit" FALSE FALSE 1416954788
"157" "537373432091258880" "Google’s New Dashboard Shows You All the Devices Accessing Your Account http://t.co/CEqtwEZLGI @googledevsdrive @googleforwork @google" "daviddevino" FALSE FALSE 1416954784
